feature_set,iteration,fold,class_label,precision,recall,f1
understand追加前 (merge3_4),3,3,クラス1(=TRUE),0.625,0.8333333333333334,0.7142857142857143
understand追加前 (merge3_4),3,4,クラス0(=FALSE),0.6666666666666666,0.4,0.5
understand追加前 (merge3_4),3,4,クラス1(=TRUE),0.625,0.8333333333333334,0.7142857142857143
understand追加前 (merge3_4),3,5,クラス0(=FALSE),0.5714285714285714,0.8,0.6666666666666666
understand追加前 (merge3_4),3,5,クラス1(=TRUE),0.75,0.5,0.6
understand追加前 (merge3_4),3,6,クラス0(=FALSE),0.8,0.6666666666666666,0.7272727272727273
understand追加前 (merge3_4),3,6,クラス1(=TRUE),0.6666666666666666,0.8,0.7272727272727273
understand追加前 (merge3_4),3,7,クラス0(=FALSE),0.6666666666666666,0.3333333333333333,0.4444444444444444
understand追加前 (merge3_4),3,7,クラス1(=TRUE),0.5,0.8,0.6153846153846154
understand追加前 (merge3_4),3,8,クラス0(=FALSE),0.6666666666666666,0.6666666666666666,0.6666666666666666
understand追加前 (merge3_4),3,8,クラス1(=TRUE),0.6,0.6,0.6
understand追加前 (merge3_4),3,9,クラス0(=FALSE),1.0,0.6666666666666666,0.8
understand追加前 (merge3_4),3,9,クラス1(=TRUE),0.7142857142857143,1.0,0.8333333333333334
understand追加前 (merge3_4),3,10,クラス0(=FALSE),0.8571428571428571,1.0,0.9230769230769231
understand追加前 (merge3_4),3,10,クラス1(=TRUE),1.0,0.8,0.8888888888888888
understand追加前 (merge3_4),iteration_3,avg_of_10folds,クラス0(FALSE),0.7109523809523809,0.6133333333333334,0.6347175047175047
understand追加前 (merge3_4),iteration_3,avg_of_10folds,クラス1(TRUE),0.7036507936507936,0.7666666666666667,0.716011766011766
understand追加前 (merge3_4),4,1,クラス0(=FALSE),0.8,0.8,0.8
understand追加前 (merge3_4),4,1,クラス1(=TRUE),0.8333333333333334,0.8333333333333334,0.8333333333333334
understand追加前 (merge3_4),4,2,クラス0(=FALSE),1.0,1.0,1.0
understand追加前 (merge3_4),4,2,クラス1(=TRUE),1.0,1.0,1.0
understand追加前 (merge3_4),4,3,クラス0(=FALSE),1.0,0.8,0.8888888888888888
understand追加前 (merge3_4),4,3,クラス1(=TRUE),0.8571428571428571,1.0,0.9230769230769231
understand追加前 (merge3_4),4,4,クラス0(=FALSE),0.8333333333333334,1.0,0.9090909090909091
